Requirement ID,Field name,Field ownership class,Primary source type,Primary source path,Primary source section or anchor,Derivation rule,Authoritative expected value,Normative-block value,Approved-decision or confirmation value,Ledger value,Readable-group value,Effective value,Precedence result,Conflict result,Validation result,Defect details
KBDL-THM-009,Not-verified scope,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-THM-009,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",Verified for the contrast pairs listed (see validation.md); Not verified for suitability beyond the tested pairs,ABSENT,Not applicable,Verified for the contrast pairs listed (see validation.md); Not verified for suitability beyond the tested pairs,GROUP PRESENT,Verified for the contrast pairs listed (see validation.md); Not verified for suitability beyond the tested pairs,Owned fallback applied,None,PASS,None
KBDL-THM-009,Authority,B — Governance-owned,AR2/decision/standard resolution of candidate expression,evidence/kbdl-011-r13/artifacts/approved-authority-chain-audit.csv,KBDL-THM-009,Ledger expression is candidate only; independently resolve every target and scope,Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: User-provided (project-owner approval),ABSENT,PASS,Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: User-provided (project-owner approval),GROUP PRESENT,Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: User-provided (project-owner approval),Owned fallback applied,None,PASS,None
KBDL-THM-009,Validation method,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,themes/README.md,KBDL-THM-009,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,"WCAG relative-luminance contrast calculation (completed, see validation.md); project-owner approval (recorded, see [KBDL-DEC-013](../decision-register.md#kbdl-dec-013--kbdl-004-theme-decisions-approved)).","WCAG relative-luminance contrast calculation (completed, see validation.md); project-owner approval (recorded, see [KBDL-DEC-013](../decision-register.md#kbdl-dec-013--kbdl-004-theme-decisions-approved)).",Not applicable,"WCAG relative-luminance contrast calculation (completed, see validation.md); project-owner approval (recorded, see [KBDL-DEC-013](../decision-register.md#kbdl-dec-013--kbdl-004-theme-decisions-approved))",GROUP PRESENT,"WCAG relative-luminance contrast calculation (completed, see validation.md); project-owner approval (recorded, see [KBDL-DEC-013](../decision-register.md#kbdl-dec-013--kbdl-004-theme-decisions-approved)).",Higher source preserved,None,PASS,None
KBDL-THM-009,Validation evidence,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-THM-009,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior","themes/validation.md §3 for the recalculated pairs and themes/adaptation.md §5.2 for the Informational correction record. themes/adaptation.md §4.3 documents both gradient endpoints tested against both candidate text colors and the corrected, fully-opaque caption-band resolution (KBDL-004-R2)",ABSENT,Not applicable,"themes/validation.md §3 for the recalculated pairs and themes/adaptation.md §5.2 for the Informational correction record. themes/adaptation.md §4.3 documents both gradient endpoints tested against both candidate text colors and the corrected, fully-opaque caption-band resolution (KBDL-004-R2)",GROUP PRESENT,"themes/validation.md §3 for the recalculated pairs and themes/adaptation.md §5.2 for the Informational correction record. themes/adaptation.md §4.3 documents both gradient endpoints tested against both candidate text colors and the corrected, fully-opaque caption-band resolution (KBDL-004-R2)",Owned fallback applied,None,PASS,None
KBDL-THM-009,Known limitation,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-THM-009,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior","New dark-mode status hues (#7CC4FF, #6FD19A, #E0A840, #FF8A80) were introduced here since the light-mode-only values from KBDL-003 fail contrast against a dark canvas; these dark hues, along with the light-mode Informational value revised to #164499 under KBDL-004-R1, are now Approved as part of the theme layer under KBDL-004-A1 (its correct role assignment — #164499 for Text/Icon/Border/Strong-surface, neutral-10 for On-strong-surface content — was clarified under KBDL-004-R2). Any translucent caption-band variant remains outside this row's approved scope",ABSENT,Not applicable,"New dark-mode status hues (#7CC4FF, #6FD19A, #E0A840, #FF8A80) were introduced here since the light-mode-only values from KBDL-003 fail contrast against a dark canvas; these dark hues, along with the light-mode Informational value revised to #164499 under KBDL-004-R1, are now Approved as part of the theme layer under KBDL-004-A1 (its correct role assignment — #164499 for Text/Icon/Border/Strong-surface, neutral-10 for On-strong-surface content — was clarified under KBDL-004-R2). Any translucent caption-band variant remains outside this row's approved scope",GROUP PRESENT,"New dark-mode status hues (#7CC4FF, #6FD19A, #E0A840, #FF8A80) were introduced here since the light-mode-only values from KBDL-003 fail contrast against a dark canvas; these dark hues, along with the light-mode Informational value revised to #164499 under KBDL-004-R1, are now Approved as part of the theme layer under KBDL-004-A1 (its correct role assignment — #164499 for Text/Icon/Border/Strong-surface, neutral-10 for On-strong-surface content — was clarified under KBDL-004-R2). Any translucent caption-band variant remains outside this row's approved scope",Owned fallback applied,None,PASS,None
KBDL-THM-009,Packet or tracking destination,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-THM-009,Derived from exact packet/tracking row; Approved permits explicit None,None — Approved,ABSENT,Not applicable,None — Approved,GROUP PRESENT,None — Approved,Owned fallback applied,None,PASS,None
KBDL-THM-009,Pending dependencies,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-THM-009,Derived from normative metadata or tracking row; explicit None permitted,None,ABSENT,Not applicable,None,GROUP PRESENT,None,Owned fallback applied,None,PASS,None
KBDL-THM-009,Related decision,B — Governance-owned,Approved decision register or explicit None,decision-register.md,KBDL-THM-009,Every cited decision must exist and be Approved; None is explicit,KBDL-DEC-013,ABSENT,Not applicable,KBDL-DEC-013,GROUP PRESENT,KBDL-DEC-013,Owned fallback applied,None,PASS,None
KBDL-THM-009,Notes or exclusions,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-THM-009,Administrative reconciliation note bounded by higher-priority sources,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,ABSENT,Not applicable,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,GROUP PRESENT,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Owned fallback applied,None,PASS,None
KBDL-THM-010,Requirement ID,A — Normative-owned,Normative requirement block,themes/README.md,KBDL-THM-010,ID parsed from normative block heading,KBDL-THM-010,KBDL-THM-010,Not applicable,KBDL-THM-010,GROUP PRESENT,KBDL-THM-010,Higher source preserved,None,PASS,None
KBDL-THM-010,Blueprint section,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-THM-010,Administrative grouping derived from readable traceability group,Status-family theme colors; gradient strategy; color-value expression convention,ABSENT,Not applicable,Status-family theme colors; gradient strategy; color-value expression convention,GROUP PRESENT,Status-family theme colors; gradient strategy; color-value expression convention,Owned fallback applied,None,PASS,None
KBDL-THM-010,Roadmap prompt,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-THM-010,Derived from owning module and approved roadmap sequence,KBDL-004,ABSENT,Not applicable,KBDL-004,GROUP PRESENT,KBDL-004,Owned fallback applied,None,PASS,None
KBDL-THM-010,Specification location,C — Traceability-owned administrative metadata,Exact per-ID ledger with derivation rule,traceability-metadata.csv,KBDL-THM-010,Derived from normative source file and validated heading anchor,themes/adaptation.md#4-gradient-strategy,[adaptation.md §4](adaptation.md#4-gradient-strategy).,Not applicable,themes/adaptation.md#4-gradient-strategy,GROUP PRESENT,themes/adaptation.md#4-gradient-strategy,Higher source preserved,None,PASS,None
KBDL-THM-010,Lifecycle status,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,themes/README.md,KBDL-THM-010,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,Approved,Approved,Not applicable,Approved,GROUP PRESENT,Approved,Higher source preserved,None,PASS,None
KBDL-THM-010,Provenance,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,themes/README.md,KBDL-THM-010,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,User-provided,User-provided,Not applicable,User-provided (project-owner approval),GROUP PRESENT,User-provided,Higher source preserved,None,PASS,None
KBDL-THM-010,Validation classification,A — Normative-owned,Normative block when explicit; exact per-ID traceability fallback,themes/README.md,KBDL-THM-010,Use explicit normative value; otherwise ledger is the assigned per-ID registry and may not contradict a higher source,Mixed — Verified / Not verified,Mixed — Verified / Not verified,Not applicable,Mixed — Verified / Not verified,GROUP PRESENT,Mixed — Verified / Not verified,Higher source preserved,None,PASS,None
KBDL-THM-010,Verified scope,D — Evidence-owned,Executed evidence record or honest Not-verified per-ID record,traceability-metadata.csv and cited evidence,KBDL-THM-010,"Evidence/limitation must be nonempty, scoped, and must not promote unexecuted behavior",Verified for the opaque caption-band pair and both gradient endpoints (see validation.md); Not verified for any translucent variant,ABSENT,Not applicable,Verified for the opaque caption-band pair and both gradient endpoints (see validation.md); Not verified for any translucent variant,GROUP PRESENT,Verified for the opaque caption-band pair and both gradient endpoints (see validation.md); Not verified for any translucent variant,Owned fallback applied,None,PASS,None
