Group,Requirement ID,Field,Resolved value,Source syntax,Resolution status,Defect details
62,KBDL-PRO-005,related decision,Not applicable — pending a future decision-register entry once the project owner reviews the KBDL-009 decision packet,uniform/shared summary,summary,None
62,KBDL-PRO-005,related prior requirements,"KBDL-PRN-007, KBDL-FND-008, KBDL-THM-006, KBDL-MOT-026, KBDL-A11Y-040, KBDL-CMP-051, KBDL-CMP-066",uniform/shared summary,summary,None
62,KBDL-PRO-005,pending dependencies,KBDL-PRO-001–008: none. KBDL-PRO-009: no blocking dependency (independently approval-ready),uniform/shared summary,summary,None
62,KBDL-PRO-005,packet destination,KBDL-PRO-001–008: None — Approved requirement; not awaiting packet approval. KBDL-PRO-009: Approval-ready item 1,uniform/shared summary,summary,None
62,KBDL-PRO-005,future customization dependency,None,uniform/shared summary,summary,None
62,KBDL-PRO-005,future validation dependency,"Implementation-level profile validation (VAL, locked)",uniform/shared summary,summary,None
62,KBDL-PRO-005,notes,KBDL-PRO-009 maps to KBDL-009 decision packet item 1,uniform/shared summary,summary,None
62,KBDL-PRO-006,blueprint section,Profile architecture; terminology; locked/controlled/open classification; profile selection and declaration,uniform/shared summary,summary,None
62,KBDL-PRO-006,roadmap prompt,KBDL-009,uniform/shared summary,summary,None
62,KBDL-PRO-006,requirement id,"KBDL-PRO-001, 002, 003, 004, 005, 006, 007, 008, 009",uniform/shared summary,summary,None
62,KBDL-PRO-006,specification location,§7,arrow/forward per-ID map,resolved,None
62,KBDL-PRO-006,approval status,"KBDL-PRO-001–008 Approved (restate the already-Approved KBDL-PRN-007, KBDL-FND-008, KBDL-THM-006, KBDL-MOT-026, KBDL-A11Y-040, KBDL-CMP-051, KBDL-CMP-066, and explicit mandatory clauses of the approved KBDL-009 prompt); KBDL-PRO-009 (primary/secondary/hybrid policy) Recommended (new governance policy)",uniform/shared summary,summary,None
62,KBDL-PRO-006,provenance,Confirmed for KBDL-PRO-001–008; Assumed for KBDL-PRO-009,uniform/shared summary,summary,None
62,KBDL-PRO-006,validation status,Not applicable,inverse status per-ID map,resolved,None
62,KBDL-PRO-006,authority,KBDL-PRO-001–008: prior-Approved KBDL requirements and/or explicit mandatory clauses of the approved KBDL-009 prompt (see each ID's own record for the exact split). KBDL-PRO-009: not applicable — pending explicit project-owner approval; assignment of a PRO ID does not grant implementation authority,uniform/shared summary,summary,None
62,KBDL-PRO-006,validation method,Manual cross-module architecture review once implemented; project-owner review of KBDL-PRO-009 (not yet performed),uniform/shared summary,summary,None
62,KBDL-PRO-006,validation evidence,Not verified — no implementation exists yet,uniform/shared summary,summary,None
62,KBDL-PRO-006,known limitation,"KBDL-PRO-001–008: implementation-dependent, not yet verified. KBDL-PRO-009: Recommended, grants no implementation authority pending project-owner review",uniform/shared summary,summary,None
62,KBDL-PRO-006,related decision,Not applicable — pending a future decision-register entry once the project owner reviews the KBDL-009 decision packet,uniform/shared summary,summary,None
62,KBDL-PRO-006,related prior requirements,"KBDL-PRN-007, KBDL-FND-008, KBDL-THM-006, KBDL-MOT-026, KBDL-A11Y-040, KBDL-CMP-051, KBDL-CMP-066",uniform/shared summary,summary,None
62,KBDL-PRO-006,pending dependencies,KBDL-PRO-001–008: none. KBDL-PRO-009: no blocking dependency (independently approval-ready),uniform/shared summary,summary,None
62,KBDL-PRO-006,packet destination,KBDL-PRO-001–008: None — Approved requirement; not awaiting packet approval. KBDL-PRO-009: Approval-ready item 1,uniform/shared summary,summary,None
62,KBDL-PRO-006,future customization dependency,None,uniform/shared summary,summary,None
62,KBDL-PRO-006,future validation dependency,"Implementation-level profile validation (VAL, locked)",uniform/shared summary,summary,None
62,KBDL-PRO-006,notes,KBDL-PRO-009 maps to KBDL-009 decision packet item 1,uniform/shared summary,summary,None
62,KBDL-PRO-007,blueprint section,Profile architecture; terminology; locked/controlled/open classification; profile selection and declaration,uniform/shared summary,summary,None
62,KBDL-PRO-007,roadmap prompt,KBDL-009,uniform/shared summary,summary,None
62,KBDL-PRO-007,requirement id,"KBDL-PRO-001, 002, 003, 004, 005, 006, 007, 008, 009",uniform/shared summary,summary,None
62,KBDL-PRO-007,specification location,§8,arrow/forward per-ID map,resolved,None
62,KBDL-PRO-007,approval status,"KBDL-PRO-001–008 Approved (restate the already-Approved KBDL-PRN-007, KBDL-FND-008, KBDL-THM-006, KBDL-MOT-026, KBDL-A11Y-040, KBDL-CMP-051, KBDL-CMP-066, and explicit mandatory clauses of the approved KBDL-009 prompt); KBDL-PRO-009 (primary/secondary/hybrid policy) Recommended (new governance policy)",uniform/shared summary,summary,None
62,KBDL-PRO-007,provenance,Confirmed for KBDL-PRO-001–008; Assumed for KBDL-PRO-009,uniform/shared summary,summary,None
62,KBDL-PRO-007,validation status,Not applicable,inverse status per-ID map,resolved,None
62,KBDL-PRO-007,authority,KBDL-PRO-001–008: prior-Approved KBDL requirements and/or explicit mandatory clauses of the approved KBDL-009 prompt (see each ID's own record for the exact split). KBDL-PRO-009: not applicable — pending explicit project-owner approval; assignment of a PRO ID does not grant implementation authority,uniform/shared summary,summary,None
62,KBDL-PRO-007,validation method,Manual cross-module architecture review once implemented; project-owner review of KBDL-PRO-009 (not yet performed),uniform/shared summary,summary,None
62,KBDL-PRO-007,validation evidence,Not verified — no implementation exists yet,uniform/shared summary,summary,None
62,KBDL-PRO-007,known limitation,"KBDL-PRO-001–008: implementation-dependent, not yet verified. KBDL-PRO-009: Recommended, grants no implementation authority pending project-owner review",uniform/shared summary,summary,None
62,KBDL-PRO-007,related decision,Not applicable — pending a future decision-register entry once the project owner reviews the KBDL-009 decision packet,uniform/shared summary,summary,None
62,KBDL-PRO-007,related prior requirements,"KBDL-PRN-007, KBDL-FND-008, KBDL-THM-006, KBDL-MOT-026, KBDL-A11Y-040, KBDL-CMP-051, KBDL-CMP-066",uniform/shared summary,summary,None
62,KBDL-PRO-007,pending dependencies,KBDL-PRO-001–008: none. KBDL-PRO-009: no blocking dependency (independently approval-ready),uniform/shared summary,summary,None
62,KBDL-PRO-007,packet destination,KBDL-PRO-001–008: None — Approved requirement; not awaiting packet approval. KBDL-PRO-009: Approval-ready item 1,uniform/shared summary,summary,None
62,KBDL-PRO-007,future customization dependency,None,uniform/shared summary,summary,None
62,KBDL-PRO-007,future validation dependency,"Implementation-level profile validation (VAL, locked)",uniform/shared summary,summary,None
62,KBDL-PRO-007,notes,KBDL-PRO-009 maps to KBDL-009 decision packet item 1,uniform/shared summary,summary,None
62,KBDL-PRO-008,blueprint section,Profile architecture; terminology; locked/controlled/open classification; profile selection and declaration,uniform/shared summary,summary,None
62,KBDL-PRO-008,roadmap prompt,KBDL-009,uniform/shared summary,summary,None
62,KBDL-PRO-008,requirement id,"KBDL-PRO-001, 002, 003, 004, 005, 006, 007, 008, 009",uniform/shared summary,summary,None
62,KBDL-PRO-008,specification location,§8,arrow/forward per-ID map,resolved,None
62,KBDL-PRO-008,approval status,"KBDL-PRO-001–008 Approved (restate the already-Approved KBDL-PRN-007, KBDL-FND-008, KBDL-THM-006, KBDL-MOT-026, KBDL-A11Y-040, KBDL-CMP-051, KBDL-CMP-066, and explicit mandatory clauses of the approved KBDL-009 prompt); KBDL-PRO-009 (primary/secondary/hybrid policy) Recommended (new governance policy)",uniform/shared summary,summary,None
62,KBDL-PRO-008,provenance,Confirmed for KBDL-PRO-001–008; Assumed for KBDL-PRO-009,uniform/shared summary,summary,None
62,KBDL-PRO-008,validation status,Not applicable,inverse status per-ID map,resolved,None
62,KBDL-PRO-008,authority,KBDL-PRO-001–008: prior-Approved KBDL requirements and/or explicit mandatory clauses of the approved KBDL-009 prompt (see each ID's own record for the exact split). KBDL-PRO-009: not applicable — pending explicit project-owner approval; assignment of a PRO ID does not grant implementation authority,uniform/shared summary,summary,None
62,KBDL-PRO-008,validation method,Manual cross-module architecture review once implemented; project-owner review of KBDL-PRO-009 (not yet performed),uniform/shared summary,summary,None
62,KBDL-PRO-008,validation evidence,Not verified — no implementation exists yet,uniform/shared summary,summary,None
62,KBDL-PRO-008,known limitation,"KBDL-PRO-001–008: implementation-dependent, not yet verified. KBDL-PRO-009: Recommended, grants no implementation authority pending project-owner review",uniform/shared summary,summary,None
62,KBDL-PRO-008,related decision,Not applicable — pending a future decision-register entry once the project owner reviews the KBDL-009 decision packet,uniform/shared summary,summary,None
62,KBDL-PRO-008,related prior requirements,"KBDL-PRN-007, KBDL-FND-008, KBDL-THM-006, KBDL-MOT-026, KBDL-A11Y-040, KBDL-CMP-051, KBDL-CMP-066",uniform/shared summary,summary,None
62,KBDL-PRO-008,pending dependencies,KBDL-PRO-001–008: none. KBDL-PRO-009: no blocking dependency (independently approval-ready),uniform/shared summary,summary,None
62,KBDL-PRO-008,packet destination,KBDL-PRO-001–008: None — Approved requirement; not awaiting packet approval. KBDL-PRO-009: Approval-ready item 1,uniform/shared summary,summary,None
62,KBDL-PRO-008,future customization dependency,None,uniform/shared summary,summary,None
62,KBDL-PRO-008,future validation dependency,"Implementation-level profile validation (VAL, locked)",uniform/shared summary,summary,None
62,KBDL-PRO-008,notes,KBDL-PRO-009 maps to KBDL-009 decision packet item 1,uniform/shared summary,summary,None
62,KBDL-PRO-009,blueprint section,Profile architecture; terminology; locked/controlled/open classification; profile selection and declaration,uniform/shared summary,summary,None
62,KBDL-PRO-009,roadmap prompt,KBDL-009,uniform/shared summary,summary,None
62,KBDL-PRO-009,requirement id,"KBDL-PRO-001, 002, 003, 004, 005, 006, 007, 008, 009",uniform/shared summary,summary,None
62,KBDL-PRO-009,specification location,§8,arrow/forward per-ID map,resolved,None
62,KBDL-PRO-009,approval status,"KBDL-PRO-001–008 Approved (restate the already-Approved KBDL-PRN-007, KBDL-FND-008, KBDL-THM-006, KBDL-MOT-026, KBDL-A11Y-040, KBDL-CMP-051, KBDL-CMP-066, and explicit mandatory clauses of the approved KBDL-009 prompt); KBDL-PRO-009 (primary/secondary/hybrid policy) Recommended (new governance policy)",uniform/shared summary,summary,None
62,KBDL-PRO-009,provenance,Confirmed for KBDL-PRO-001–008; Assumed for KBDL-PRO-009,uniform/shared summary,summary,None
62,KBDL-PRO-009,validation status,Not applicable,inverse status per-ID map,resolved,None
62,KBDL-PRO-009,authority,KBDL-PRO-001–008: prior-Approved KBDL requirements and/or explicit mandatory clauses of the approved KBDL-009 prompt (see each ID's own record for the exact split). KBDL-PRO-009: not applicable — pending explicit project-owner approval; assignment of a PRO ID does not grant implementation authority,uniform/shared summary,summary,None
62,KBDL-PRO-009,validation method,Manual cross-module architecture review once implemented; project-owner review of KBDL-PRO-009 (not yet performed),uniform/shared summary,summary,None
62,KBDL-PRO-009,validation evidence,Not verified — no implementation exists yet,uniform/shared summary,summary,None
62,KBDL-PRO-009,known limitation,"KBDL-PRO-001–008: implementation-dependent, not yet verified. KBDL-PRO-009: Recommended, grants no implementation authority pending project-owner review",uniform/shared summary,summary,None
62,KBDL-PRO-009,related decision,Not applicable — pending a future decision-register entry once the project owner reviews the KBDL-009 decision packet,uniform/shared summary,summary,None
62,KBDL-PRO-009,related prior requirements,"KBDL-PRN-007, KBDL-FND-008, KBDL-THM-006, KBDL-MOT-026, KBDL-A11Y-040, KBDL-CMP-051, KBDL-CMP-066",uniform/shared summary,summary,None
62,KBDL-PRO-009,pending dependencies,KBDL-PRO-001–008: none. KBDL-PRO-009: no blocking dependency (independently approval-ready),uniform/shared summary,summary,None
62,KBDL-PRO-009,packet destination,KBDL-PRO-001–008: None — Approved requirement; not awaiting packet approval. KBDL-PRO-009: Approval-ready item 1,uniform/shared summary,summary,None
62,KBDL-PRO-009,future customization dependency,None,uniform/shared summary,summary,None
62,KBDL-PRO-009,future validation dependency,"Implementation-level profile validation (VAL, locked)",uniform/shared summary,summary,None
62,KBDL-PRO-009,notes,KBDL-PRO-009 maps to KBDL-009 decision packet item 1,uniform/shared summary,summary,None
63,KBDL-PRO-010,blueprint section,Showcase Profile; Precision Profile; Flow Profile; component interpretation per profile,uniform/shared summary,summary,None
