Requirement ID,Field name,Higher source value,Lower source value,Rule source,Computed result
KBDL-RSP-020,Specification location,responsive.md#25-responsive-focus-management,responsive.md#25-responsive-focus-management,Containing normative Markdown section,PASS
KBDL-RSP-020,Lifecycle status,Approved,Approved,Normative requirement record,PASS
KBDL-RSP-020,Provenance,Confirmed,Confirmed,Normative requirement record,PASS
KBDL-RSP-020,Validation classification,Not verified,Not verified,Normative requirement record,PASS
KBDL-RSP-020,Verified scope,None,None,Executed evidence and stated scope,PASS
KBDL-RSP-020,Not-verified scope,Not verified,Not verified,Unexecuted or excluded scope,PASS
KBDL-RSP-020,Authority,RESOLVED,"Approved (directly restates WCAG 2.2 SC 2.4.3, Level A)",AR2 confirmation approved decision standard or Approved requirement,PASS
KBDL-RSP-020,Validation method,Manual keyboard testing once implemented.,Manual keyboard testing once implemented,Normative method or independently approved evidence-method registry,PASS
KBDL-RSP-020,Validation evidence,Not verified — no implementation exists yet,Not verified — no implementation exists yet,Existing evidence source or honest Not verified record,PASS
KBDL-RSP-020,Known limitation,UNRESOLVED,Implementation-dependent; cannot be tested until a real layout exists,Actual excluded or unverified scope,PASS
KBDL-RSP-020,Packet or tracking destination,None — Approved,None — Approved,Exact packet or tracking section,PASS
KBDL-RSP-020,Pending dependencies,None,None,Normative record packet or deferred tracking,PASS
KBDL-RSP-020,Related decision,RESOLVED,None,Approved decision register,PASS
KBDL-RSP-020,Notes or exclusions,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Higher-priority exclusion or bounded administrative note,PASS
KBDL-RSP-021,Requirement ID,KBDL-RSP-021,KBDL-RSP-021,Normative requirement record,PASS
KBDL-RSP-021,Blueprint section,Responsive motion behavior; performance and low-capability contexts,Responsive motion behavior; performance and low-capability contexts,Readable traceability group,PASS
KBDL-RSP-021,Roadmap prompt,KBDL-006,KBDL-006,Approved roadmap and module ownership,PASS
KBDL-RSP-021,Specification location,responsive.md#26-responsive-motion-behavior,responsive.md#26-responsive-motion-behavior,Containing normative Markdown section,PASS
KBDL-RSP-021,Lifecycle status,Approved,Approved,Normative requirement record,PASS
KBDL-RSP-021,Provenance,Confirmed,Confirmed,Normative requirement record,PASS
KBDL-RSP-021,Validation classification,Not verified,Not verified,Normative requirement record,PASS
KBDL-RSP-021,Verified scope,None,None,Executed evidence and stated scope,PASS
KBDL-RSP-021,Not-verified scope,Not verified,Not verified,Unexecuted or excluded scope,PASS
KBDL-RSP-021,Authority,RESOLVED,"Approved (restates motion/foundations.md §4, already Approved); project-owner-approved KBDL-006 implementation prompt",AR2 confirmation approved decision standard or Approved requirement,PASS
KBDL-RSP-021,Validation method,Manual review once implemented.,Manual review once implemented,Normative method or independently approved evidence-method registry,PASS
KBDL-RSP-021,Validation evidence,Not verified — no implementation exists yet,Not verified — no implementation exists yet,Existing evidence source or honest Not verified record,PASS
KBDL-RSP-021,Known limitation,UNRESOLVED,Performance claims cannot be Verified without a real implementation to measure,Actual excluded or unverified scope,PASS
KBDL-RSP-021,Packet or tracking destination,None — Approved,None — Approved,Exact packet or tracking section,PASS
KBDL-RSP-021,Pending dependencies,None,None,Normative record packet or deferred tracking,PASS
KBDL-RSP-021,Related decision,RESOLVED,None,Approved decision register,PASS
KBDL-RSP-021,Notes or exclusions,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Higher-priority exclusion or bounded administrative note,PASS
KBDL-RSP-022,Requirement ID,KBDL-RSP-022,KBDL-RSP-022,Normative requirement record,PASS
KBDL-RSP-022,Blueprint section,Responsive motion behavior; performance and low-capability contexts,Responsive motion behavior; performance and low-capability contexts,Readable traceability group,PASS
KBDL-RSP-022,Roadmap prompt,KBDL-006,KBDL-006,Approved roadmap and module ownership,PASS
KBDL-RSP-022,Specification location,responsive.md#27-performance-and-low-capability-contexts,responsive.md#27-performance-and-low-capability-contexts,Containing normative Markdown section,PASS
KBDL-RSP-022,Lifecycle status,Approved,Approved,Normative requirement record,PASS
KBDL-RSP-022,Provenance,Confirmed,Confirmed,Normative requirement record,PASS
KBDL-RSP-022,Validation classification,Not verified,Not verified,Normative requirement record,PASS
KBDL-RSP-022,Verified scope,None,None,Executed evidence and stated scope,PASS
KBDL-RSP-022,Not-verified scope,Not verified,Not verified,Unexecuted or excluded scope,PASS
KBDL-RSP-022,Authority,RESOLVED,Approved (restates principles.md §6.9); project-owner-approved KBDL-006 implementation prompt,AR2 confirmation approved decision standard or Approved requirement,PASS
KBDL-RSP-022,Validation method,Manual review; implementation-level performance measurement once an implementation exists.,Manual review; implementation-level performance measurement once an implementation exists,Normative method or independently approved evidence-method registry,PASS
KBDL-RSP-022,Validation evidence,Not verified — no implementation exists yet,Not verified — no implementation exists yet,Existing evidence source or honest Not verified record,PASS
KBDL-RSP-022,Known limitation,UNRESOLVED,Performance claims cannot be Verified without a real implementation to measure,Actual excluded or unverified scope,PASS
KBDL-RSP-022,Packet or tracking destination,None — Approved,None — Approved,Exact packet or tracking section,PASS
KBDL-RSP-022,Pending dependencies,None,None,Normative record packet or deferred tracking,PASS
KBDL-RSP-022,Related decision,RESOLVED,None,Approved decision register,PASS
KBDL-RSP-022,Notes or exclusions,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Higher-priority exclusion or bounded administrative note,PASS
KBDL-THM-001,Requirement ID,KBDL-THM-001,KBDL-THM-001,Normative requirement record,PASS
KBDL-THM-001,Blueprint section,Theme architecture and semantic-role inventory,Theme architecture and semantic-role inventory,Readable traceability group,PASS
KBDL-THM-001,Roadmap prompt,KBDL-004,KBDL-004,Approved roadmap and module ownership,PASS
KBDL-THM-001,Specification location,themes/semantic-roles.md#1-semantic-role-inventory,themes/semantic-roles.md#1-semantic-role-inventory,Containing normative Markdown section,PASS
KBDL-THM-001,Lifecycle status,Approved,Approved,Normative requirement record,PASS
KBDL-THM-001,Provenance,Confirmed,Confirmed,Normative requirement record,PASS
KBDL-THM-001,Validation classification,Not verified,Not verified,Normative requirement record,PASS
KBDL-THM-001,Verified scope,None,None,Executed evidence and stated scope,PASS
KBDL-THM-001,Not-verified scope,Not verified,Not verified,Unexecuted or excluded scope,PASS
KBDL-THM-001,Authority,RESOLVED,Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: Confirmed,AR2 confirmation approved decision standard or Approved requirement,PASS
KBDL-THM-001,Validation method,Manual review of role usage against the inventory at each later module's approval gate.,Manual review of role usage against the inventory at each later module's approval gate,Normative method or independently approved evidence-method registry,PASS
KBDL-THM-001,Validation evidence,Not verified — no component module exists yet to check role usage against,Not verified — no component module exists yet to check role usage against,Existing evidence source or honest Not verified record,PASS
KBDL-THM-001,Known limitation,UNRESOLVED,Cannot be fully validated until component modules (CMP) exist,Actual excluded or unverified scope,PASS
KBDL-THM-001,Packet or tracking destination,None — Approved,None — Approved,Exact packet or tracking section,PASS
KBDL-THM-001,Pending dependencies,None,None,Normative record packet or deferred tracking,PASS
KBDL-THM-001,Related decision,RESOLVED,None,Approved decision register,PASS
KBDL-THM-001,Notes or exclusions,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Higher-priority exclusion or bounded administrative note,PASS
KBDL-THM-002,Requirement ID,KBDL-THM-002,KBDL-THM-002,Normative requirement record,PASS
KBDL-THM-002,Blueprint section,Light/dark theme parity,Light/dark theme parity,Readable traceability group,PASS
KBDL-THM-002,Roadmap prompt,KBDL-004,KBDL-004,Approved roadmap and module ownership,PASS
KBDL-THM-002,Specification location,themes/semantic-roles.md#2-semantic-parity,themes/semantic-roles.md#2-semantic-parity,Containing normative Markdown section,PASS
KBDL-THM-002,Lifecycle status,Approved,Approved,Normative requirement record,PASS
KBDL-THM-002,Provenance,Confirmed,Confirmed,Normative requirement record,PASS
KBDL-THM-002,Validation classification,Verified,Verified,Normative requirement record,PASS
KBDL-THM-002,Verified scope,Verified (see semantic-roles.md §2 parity matrix),Verified (see semantic-roles.md §2 parity matrix),Executed evidence and stated scope,PASS
KBDL-THM-002,Not-verified scope,None,None,Unexecuted or excluded scope,PASS
KBDL-THM-002,Authority,RESOLVED,Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: Confirmed,AR2 confirmation approved decision standard or Approved requirement,PASS
KBDL-THM-002,Validation method,"Parity-matrix completeness check (performed, see validation.md).","Parity-matrix completeness check (performed, see validation.md)",Normative method or independently approved evidence-method registry,PASS
KBDL-THM-002,Validation evidence,UNRESOLVED,"Parity matrix in themes/semantic-roles.md § Parity Matrix — 72 unique roles, 72 light mappings, 72 dark mappings, 1 role-level alias (corrected under KBDL-004-R3, previously miscounted as 2), 0 unresolved; recorded in the KBDL-004-R3 commit. The KBDL-004-R1 re-run found and fixed a real table-formatting defect (an inserted paragraph had broken the Status Families table in light-theme.md §5, orphaning its ""Neutral status"" row)",Existing evidence source or honest Not verified record,PASS
KBDL-THM-002,Known limitation,None identified,None identified,Actual excluded or unverified scope,PASS
KBDL-THM-002,Packet or tracking destination,None — Approved,None — Approved,Exact packet or tracking section,PASS
KBDL-THM-002,Pending dependencies,None,None,Normative record packet or deferred tracking,PASS
KBDL-THM-002,Related decision,RESOLVED,None,Approved decision register,PASS
KBDL-THM-002,Notes or exclusions,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,Higher-priority exclusion or bounded administrative note,PASS
KBDL-THM-003,Requirement ID,KBDL-THM-003,KBDL-THM-003,Normative requirement record,PASS
KBDL-THM-003,Blueprint section,Theme-selection precedence — explicit-choice-over-system-preference core,Theme-selection precedence — explicit-choice-over-system-preference core,Readable traceability group,PASS
