Requirement ID,Field name,Ownership class,Primary basis,Derivation rule,Authoritative expected value,Normative value,Governance resolution,Ledger value,Readable-group value,Readable-group classification,Effective value,Precedence result,Conflict result,Validation result
KBDL-THM-005,Known limitation,D — Evidence-owned,Not-verified/excluded scope relationship,Require consistency with validation scope,UNRESOLVED,ABSENT,PASS,Cannot be fully validated until PRO requirements exist,Cannot be fully validated until `PRO` requirements exist.,Non-overriding summary,UNRESOLVED,PASS,None,FAIL
KBDL-THM-005,Packet or tracking destination,C — Traceability-owned administrative,Explicit None permitted only for Approved,Resolve file section item owner and readiness class,None — Approved,ABSENT,PASS,None — Approved,MISSING,Missing,None — Approved,PASS,None,PASS
KBDL-THM-005,Pending dependencies,C — Traceability-owned administrative,Explicit None,Resolve and classify dependency source,None,ABSENT,PASS,None,MISSING,Missing,None,PASS,None,PASS
KBDL-THM-005,Related decision,B — Governance-owned,Decision register,Resolve every cited decision and status,RESOLVED,ABSENT,PASS,None,KBDL-DEC-006,Non-overriding summary,RESOLVED,PASS,None,PASS
KBDL-THM-005,Notes or exclusions,C — Traceability-owned administrative,Owned administrative value bounded by prohibited-claim scan,Reject unsupported promotion or completion claims,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,ABSENT,PASS,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,"`KBDL-THM-005`'s detailed permitted-override list moved to `KBDL-THM-014` (Recommended, see below); `KBDL-THM-006` restates `KBDL-FND-008` at theme-level specificity, unchanged.",Non-overriding summary,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None,PASS
KBDL-THM-006,Requirement ID,A — Normative-owned,Normative record,Parse the ID from the normative record,KBDL-THM-006,KBDL-THM-006,PASS,KBDL-THM-006,MISSING,Missing,KBDL-THM-006,PASS,None,PASS
KBDL-THM-006,Blueprint section,C — Traceability-owned administrative,Exact readable-group value,Parse exact group heading or explicit per-ID mapping,Accessibility cannot be weakened by a project theme override; shared theme architecture across profiles,ABSENT,PASS,Accessibility cannot be weakened by a project theme override; shared theme architecture across profiles,Accessibility cannot be weakened by a project theme override; shared theme architecture across profiles,Uniform default,Accessibility cannot be weakened by a project theme override; shared theme architecture across profiles,PASS,None,PASS
KBDL-THM-006,Roadmap prompt,C — Traceability-owned administrative,Approved roadmap/module derivation,Derive base prompt from module/file and validate any remediation annotation,KBDL-004,ABSENT,PASS,KBDL-004 (narrowed KBDL-004-R1),KBDL-004 (narrowed KBDL-004-R1),Uniform default,KBDL-004,PASS,None,PASS
KBDL-THM-006,Specification location,A — Normative-owned,Containing normative section,Derive file and containing heading anchor around the requirement record,themes/README.md#8-project-profile-theme-interpretation,ABSENT,PASS,themes/README.md#8-project-profile-theme-interpretation,"[themes/adaptation.md §1.2](themes/adaptation.md#12-projects-must-not), [themes/README.md §8](themes/README.md#8-project-profile-theme-interpretation)",Non-overriding summary,themes/README.md#8-project-profile-theme-interpretation,PASS,None,PASS
KBDL-THM-006,Lifecycle status,A — Normative-owned,Normative record,Parse explicit lifecycle and compare every lower source,Approved,Approved,PASS,Approved,MISSING,Missing,Approved,PASS,None,PASS
KBDL-THM-006,Provenance,A — Normative-owned,Normative record,Parse explicit provenance and compare every lower source,Confirmed,Confirmed,PASS,Confirmed,MISSING,Missing,Confirmed,PASS,None,PASS
KBDL-THM-006,Validation classification,A — Normative-owned,Normative record,Parse explicit validation status and compare every lower source,Not verified,Not verified,PASS,Not verified,Not verified,Uniform default,Not verified,PASS,None,PASS
KBDL-THM-006,Verified scope,D — Evidence-owned,Evidence scope registry,Require evidence-compatible scope,None,ABSENT,PASS,None,MISSING,Missing,None,PASS,None,PASS
KBDL-THM-006,Not-verified scope,D — Evidence-owned,Evidence scope registry,Require honest unexecuted scope,Not verified,ABSENT,PASS,Not verified,MISSING,Missing,Not verified,PASS,None,PASS
KBDL-THM-006,Authority,B — Governance-owned,Authority graph,Resolve every component and graph edge,RESOLVED,ABSENT,PASS,Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: Confirmed,MISSING,Missing,RESOLVED,PASS,None,PASS
KBDL-THM-006,Validation method,D — Evidence-owned,Normative record,Compare method to evidence classification without ledger self-proof,Manual cross-profile review once the project-profiles module is approved.,Manual cross-profile review once the project-profiles module is approved.,PASS,Manual cross-profile review once the project-profiles module is approved,Manual review of any project theme against the documented boundaries; manual cross-profile review once the project-profiles module is approved.,Non-overriding summary,Manual cross-profile review once the project-profiles module is approved.,PASS,None,PASS
KBDL-THM-006,Validation evidence,D — Evidence-owned,Resolved evidence/classification relationship,Resolve paths and prevent unsupported execution claims,Not verified — no project theme or PRO module exists yet,ABSENT,PASS,Not verified — no project theme or PRO module exists yet,Not verified — no project theme or `PRO` module exists yet.,Non-overriding summary,Not verified — no project theme or PRO module exists yet,PASS,None,PASS
KBDL-THM-006,Known limitation,D — Evidence-owned,Not-verified/excluded scope relationship,Require consistency with validation scope,UNRESOLVED,ABSENT,PASS,Cannot be fully validated until PRO requirements exist,Cannot be fully validated until `PRO` requirements exist.,Non-overriding summary,UNRESOLVED,PASS,None,FAIL
KBDL-THM-006,Packet or tracking destination,C — Traceability-owned administrative,Explicit None permitted only for Approved,Resolve file section item owner and readiness class,None — Approved,ABSENT,PASS,None — Approved,MISSING,Missing,None — Approved,PASS,None,PASS
KBDL-THM-006,Pending dependencies,C — Traceability-owned administrative,Explicit None,Resolve and classify dependency source,None,ABSENT,PASS,None,MISSING,Missing,None,PASS,None,PASS
KBDL-THM-006,Related decision,B — Governance-owned,Decision register,Resolve every cited decision and status,RESOLVED,ABSENT,PASS,None,KBDL-DEC-006,Non-overriding summary,RESOLVED,PASS,None,PASS
KBDL-THM-006,Notes or exclusions,C — Traceability-owned administrative,Owned administrative value bounded by prohibited-claim scan,Reject unsupported promotion or completion claims,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,ABSENT,PASS,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,"`KBDL-THM-005`'s detailed permitted-override list moved to `KBDL-THM-014` (Recommended, see below); `KBDL-THM-006` restates `KBDL-FND-008` at theme-level specificity, unchanged.",Non-overriding summary,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,PASS,None,PASS
KBDL-THM-007,Requirement ID,A — Normative-owned,Normative record,Parse the ID from the normative record,KBDL-THM-007,KBDL-THM-007,PASS,KBDL-THM-007,MISSING,Missing,KBDL-THM-007,PASS,None,PASS
KBDL-THM-007,Blueprint section,C — Traceability-owned administrative,Exact readable-group value,Parse exact group heading or explicit per-ID mapping,Light and dark theme semantic mappings,ABSENT,PASS,Light and dark theme semantic mappings,Light and dark theme semantic mappings,Uniform default,Light and dark theme semantic mappings,PASS,None,PASS
KBDL-THM-007,Roadmap prompt,C — Traceability-owned administrative,Approved roadmap/module derivation,Derive base prompt from module/file and validate any remediation annotation,KBDL-004,ABSENT,PASS,KBDL-004,KBDL-004,Uniform default,KBDL-004,PASS,None,PASS
KBDL-THM-007,Specification location,A — Normative-owned,Containing normative section,Derive file and containing heading anchor around the requirement record,themes/light-theme.md,ABSENT,PASS,themes/light-theme.md#1-canvas-and-surfaces,"[themes/light-theme.md §1–§7](themes/light-theme.md#1-canvas-and-surfaces), [themes/dark-theme.md §1–§8](themes/dark-theme.md#1-elevation-strategy)",Non-overriding summary,themes/light-theme.md,PASS,None,PASS
KBDL-THM-007,Lifecycle status,A — Normative-owned,Normative record,Parse explicit lifecycle and compare every lower source,Approved,Approved,PASS,Approved,MISSING,Missing,Approved,PASS,None,PASS
KBDL-THM-007,Provenance,A — Normative-owned,Normative record,Parse explicit provenance and compare every lower source,User-provided,User-provided,PASS,User-provided (project-owner approval),MISSING,Missing,User-provided,PASS,None,PASS
KBDL-THM-007,Validation classification,A — Normative-owned,Normative record,Parse explicit validation status and compare every lower source,Mixed — Verified / Not verified,Mixed — Verified / Not verified,PASS,Mixed — Verified / Not verified,Mixed — Verified / Not verified,Uniform default,Mixed — Verified / Not verified,PASS,None,PASS
KBDL-THM-007,Verified scope,D — Evidence-owned,Evidence scope registry,Require evidence-compatible scope,Verified for the opaque contrast pairs listed in light-theme.md and validation.md; Not verified for the excluded opacity values or for suitability beyond the tested pairs,ABSENT,PASS,Verified for the opaque contrast pairs listed in light-theme.md and validation.md; Not verified for the excluded opacity values or for suitability beyond the tested pairs,MISSING,Missing,Verified for the opaque contrast pairs listed in light-theme.md and validation.md; Not verified for the excluded opacity values or for suitability beyond the tested pairs,PASS,None,PASS
KBDL-THM-007,Not-verified scope,D — Evidence-owned,Evidence scope registry,Require honest unexecuted scope,Verified for the opaque contrast pairs listed in light-theme.md and validation.md; Not verified for the excluded opacity values or for suitability beyond the tested pairs,ABSENT,PASS,Verified for the opaque contrast pairs listed in light-theme.md and validation.md; Not verified for the excluded opacity values or for suitability beyond the tested pairs,MISSING,Missing,Verified for the opaque contrast pairs listed in light-theme.md and validation.md; Not verified for the excluded opacity values or for suitability beyond the tested pairs,PASS,None,PASS
KBDL-THM-007,Authority,B — Governance-owned,Authority graph,Resolve every component and graph edge,RESOLVED,ABSENT,PASS,Approved (opaque mappings only; the three excluded opacity values remain Recommended); project-owner-approved KBDL-004 implementation prompt,MISSING,Missing,RESOLVED,PASS,None,PASS
KBDL-THM-007,Validation method,D — Evidence-owned,Normative record,Compare method to evidence classification without ledger self-proof,"WCAG relative-luminance contrast calculation (completed, see validation.md); project-owner approval (recorded, see [KBDL-DEC-013](../decision-register.md#kbdl-dec-013--kbdl-004-theme-decisions-approved)).","WCAG relative-luminance contrast calculation (completed, see validation.md); project-owner approval (recorded, see [KBDL-DEC-013](../decision-register.md#kbdl-dec-013--kbdl-004-theme-decisions-approved)).",PASS,"WCAG relative-luminance contrast calculation (completed, see validation.md); project-owner approval (recorded, see [KBDL-DEC-013](../decision-register.md#kbdl-dec-013--kbdl-004-theme-decisions-approved))","WCAG relative-luminance contrast calculation via a local dependency-free script (completed for opaque pairs); project-owner review (performed for approval scope, per KBDL-DEC-013).",Non-overriding summary,"WCAG relative-luminance contrast calculation (completed, see validation.md); project-owner approval (recorded, see [KBDL-DEC-013](../decision-register.md#kbdl-dec-013--kbdl-004-theme-decisions-approved)).",PASS,None,PASS
