Requirement ID,Field name,Raw group field,Parsed grammar,Group value,Group classification,Overriding status,Ledger value,Comparison,Result
KBDL-PRO-013,Authority,MISSING,Missing,MISSING,Missing,No,"restates the already-Approved KBDL-CMP-051, KBDL-CMP-066, KBDL-CMP-055 hover-independent- discoverability prohibition, KBDL-CMP-072 tooltip-naming- independence rule, and KBDL-CMP-107 carousel pause/stop/hide requirement",NOT COMPARABLE,PASS
KBDL-PRO-013,Validation method,MISSING,Missing,MISSING,Missing,No,Manual component-composition review.,NOT COMPARABLE,PASS
KBDL-PRO-013,Validation evidence,MISSING,Missing,MISSING,Missing,No,Not verified — no implementation exists yet,NOT COMPARABLE,PASS
KBDL-PRO-013,Known limitation,MISSING,Missing,MISSING,Missing,No,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against. Any exact Showcase card-variant or composition default remains new policy:,NOT COMPARABLE,PASS
KBDL-PRO-013,Packet or tracking destination,MISSING,Missing,MISSING,Missing,No,None — Approved,NOT COMPARABLE,PASS
KBDL-PRO-013,Pending dependencies,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-PRO-013,Related decision,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-PRO-013,Notes or exclusions,MISSING,Missing,MISSING,Missing,No,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,NOT COMPARABLE,PASS
KBDL-PRO-014,Requirement ID,MISSING,Missing,MISSING,Missing,No,KBDL-PRO-014,NOT COMPARABLE,PASS
KBDL-PRO-014,Blueprint section,MISSING,Missing,MISSING,Missing,No,Showcase Profile; Precision Profile; Flow Profile; component interpretation per profile,NOT COMPARABLE,PASS
KBDL-PRO-014,Roadmap prompt,MISSING,Missing,MISSING,Missing,No,KBDL-009,NOT COMPARABLE,PASS
KBDL-PRO-014,Specification location,MISSING,Missing,MISSING,Missing,No,profiles.md#112-component-interpretation,NOT COMPARABLE,PASS
KBDL-PRO-014,Lifecycle status,MISSING,Missing,MISSING,Missing,No,Approved,NOT COMPARABLE,PASS
KBDL-PRO-014,Provenance,MISSING,Missing,MISSING,Missing,No,Confirmed,NOT COMPARABLE,PASS
KBDL-PRO-014,Validation classification,MISSING,Missing,MISSING,Missing,No,Not verified,NOT COMPARABLE,PASS
KBDL-PRO-014,Verified scope,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-PRO-014,Not-verified scope,MISSING,Missing,MISSING,Missing,No,Not verified,NOT COMPARABLE,PASS
KBDL-PRO-014,Authority,MISSING,Missing,MISSING,Missing,No,"restates the already-Approved KBDL-CMP-051, KBDL-CMP-066, KBDL-CMP-010 WCAG 24×24 target- size minimum, KBDL-CMP-070 native-table/grid-misuse prohibition, and KBDL-CMP-055 hover-independent-discoverability prohibition",NOT COMPARABLE,PASS
KBDL-PRO-014,Validation method,MISSING,Missing,MISSING,Missing,No,Manual component-composition review. This requirement does not adopt the pending grid-versus-table threshold (KBDL-CMP-105) or data-dense transformation strategy (KBDL-RSP-011) as authority — both remain cited only as unapproved context (see [§37](#37-kbdl-008-approval-boundary-audit)).,NOT COMPARABLE,PASS
KBDL-PRO-014,Validation evidence,MISSING,Missing,MISSING,Missing,No,Not verified — no implementation exists yet,NOT COMPARABLE,PASS
KBDL-PRO-014,Known limitation,MISSING,Missing,MISSING,Missing,No,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against. Any exact Precision density or component-variant default remains new policy:,NOT COMPARABLE,PASS
KBDL-PRO-014,Packet or tracking destination,MISSING,Missing,MISSING,Missing,No,None — Approved,NOT COMPARABLE,PASS
KBDL-PRO-014,Pending dependencies,MISSING,Missing,MISSING,Missing,No,"None blocking; KBDL-CMP-105, KBDL-RSP-011 cited as unapproved context only, not adopted as authority",NOT COMPARABLE,PASS
KBDL-PRO-014,Related decision,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-PRO-014,Notes or exclusions,MISSING,Missing,MISSING,Missing,No,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,NOT COMPARABLE,PASS
KBDL-PRO-015,Requirement ID,MISSING,Missing,MISSING,Missing,No,KBDL-PRO-015,NOT COMPARABLE,PASS
KBDL-PRO-015,Blueprint section,MISSING,Missing,MISSING,Missing,No,Showcase Profile; Precision Profile; Flow Profile; component interpretation per profile,NOT COMPARABLE,PASS
KBDL-PRO-015,Roadmap prompt,MISSING,Missing,MISSING,Missing,No,KBDL-009,NOT COMPARABLE,PASS
KBDL-PRO-015,Specification location,MISSING,Missing,MISSING,Missing,No,profiles.md#122-component-interpretation,NOT COMPARABLE,PASS
KBDL-PRO-015,Lifecycle status,MISSING,Missing,MISSING,Missing,No,Approved,NOT COMPARABLE,PASS
KBDL-PRO-015,Provenance,MISSING,Missing,MISSING,Missing,No,Confirmed,NOT COMPARABLE,PASS
KBDL-PRO-015,Validation classification,MISSING,Missing,MISSING,Missing,No,Not verified,NOT COMPARABLE,PASS
KBDL-PRO-015,Verified scope,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-PRO-015,Not-verified scope,MISSING,Missing,MISSING,Missing,No,Not verified,NOT COMPARABLE,PASS
KBDL-PRO-015,Authority,MISSING,Missing,MISSING,Missing,No,"restates the already-Approved KBDL-CMP-051, KBDL-CMP-066, and KBDL-CMP-090 toast critical-information-persistence requirement",NOT COMPARABLE,PASS
KBDL-PRO-015,Validation method,MISSING,Missing,MISSING,Missing,No,Manual component-composition review. This requirement does not adopt the pending button-hierarchy (KBDL-CMP-015) or form-action-row-ordering (KBDL-CMP-036) recommendations as authority for Flow's action sequences — both remain cited only as unapproved context (see [§36](#36-kbdl-007-approval-boundary-audit)).,NOT COMPARABLE,PASS
KBDL-PRO-015,Validation evidence,MISSING,Missing,MISSING,Missing,No,Not verified — no implementation exists yet,NOT COMPARABLE,PASS
KBDL-PRO-015,Known limitation,MISSING,Missing,MISSING,Missing,No,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against. Any exact Flow action-hierarchy or workflow-component default remains new policy:,NOT COMPARABLE,PASS
KBDL-PRO-015,Packet or tracking destination,MISSING,Missing,MISSING,Missing,No,None — Approved,NOT COMPARABLE,PASS
KBDL-PRO-015,Pending dependencies,MISSING,Missing,MISSING,Missing,No,"None blocking; KBDL-CMP-015, KBDL-CMP-036 cited as unapproved context only, not adopted as authority",NOT COMPARABLE,PASS
KBDL-PRO-015,Related decision,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-PRO-015,Notes or exclusions,MISSING,Missing,MISSING,Missing,No,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,NOT COMPARABLE,PASS
KBDL-PRO-016,Requirement ID,MISSING,Missing,MISSING,Missing,No,KBDL-PRO-016,NOT COMPARABLE,PASS
KBDL-PRO-016,Blueprint section,MISSING,Missing,MISSING,Missing,No,Showcase Profile; Precision Profile; Flow Profile; component interpretation per profile,NOT COMPARABLE,PASS
KBDL-PRO-016,Roadmap prompt,MISSING,Missing,MISSING,Missing,No,KBDL-009,NOT COMPARABLE,PASS
KBDL-PRO-016,Specification location,MISSING,Missing,MISSING,Missing,No,profiles.md#102-component-interpretation; profiles.md#34-approval-ready-versus-contingent-decisions,NOT COMPARABLE,PASS
KBDL-PRO-016,Lifecycle status,MISSING,Missing,MISSING,Missing,No,Recommended,NOT COMPARABLE,PASS
KBDL-PRO-016,Provenance,MISSING,Missing,MISSING,Missing,No,Assumed,NOT COMPARABLE,PASS
KBDL-PRO-016,Validation classification,MISSING,Missing,MISSING,Missing,No,Not applicable,NOT COMPARABLE,PASS
KBDL-PRO-016,Verified scope,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-PRO-016,Not-verified scope,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-PRO-016,Authority,MISSING,Missing,MISSING,Missing,No,Not applicable — pending explicit project-owner approval; assignment of a PRO ID does not grant implementation authority,NOT COMPARABLE,PASS
KBDL-PRO-016,Validation method,MISSING,Missing,MISSING,Missing,No,Project-owner review (not yet performed); not independently approvable until KBDL-CMP-067 is approved.,NOT COMPARABLE,PASS
KBDL-PRO-016,Validation evidence,MISSING,Missing,MISSING,Missing,No,Not verified — no implementation exists yet,NOT COMPARABLE,PASS
KBDL-PRO-016,Known limitation,MISSING,Missing,MISSING,Missing,No,Contingent on the unapproved KBDL-008 KBDL-CMP-067; cannot be approved independently through the KBDL-009 packet until KBDL-CMP-067 is approved or replaced,NOT COMPARABLE,PASS
KBDL-PRO-016,Packet or tracking destination,MISSING,Missing,MISSING,Missing,No,Contingent — [§33.3](#333-unresolved-or-not-approval-ready); not independently approval-ready,NOT COMPARABLE,PASS
KBDL-PRO-016,Pending dependencies,MISSING,Missing,MISSING,Missing,No,KBDL-CMP-067 (KBDL-008) — blocking,NOT COMPARABLE,PASS
KBDL-PRO-016,Related decision,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-PRO-016,Notes or exclusions,MISSING,Missing,MISSING,Missing,No,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,NOT COMPARABLE,PASS
KBDL-PRO-017,Requirement ID,MISSING,Missing,MISSING,Missing,No,KBDL-PRO-017,NOT COMPARABLE,PASS
KBDL-PRO-017,Blueprint section,MISSING,Missing,MISSING,Missing,No,Showcase Profile; Precision Profile; Flow Profile; component interpretation per profile,NOT COMPARABLE,PASS
KBDL-PRO-017,Roadmap prompt,MISSING,Missing,MISSING,Missing,No,KBDL-009,NOT COMPARABLE,PASS
KBDL-PRO-017,Specification location,MISSING,Missing,MISSING,Missing,No,profiles.md#112-component-interpretation; profiles.md#33-kbdl-009-decision-packet,NOT COMPARABLE,PASS
KBDL-PRO-017,Lifecycle status,MISSING,Missing,MISSING,Missing,No,Recommended,NOT COMPARABLE,PASS
KBDL-PRO-017,Provenance,MISSING,Missing,MISSING,Missing,No,Assumed,NOT COMPARABLE,PASS
KBDL-PRO-017,Validation classification,MISSING,Missing,MISSING,Missing,No,Not applicable,NOT COMPARABLE,PASS
KBDL-PRO-017,Verified scope,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-PRO-017,Not-verified scope,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-PRO-017,Authority,MISSING,Missing,MISSING,Missing,No,Not applicable — pending explicit project-owner approval; assignment of a PRO ID does not grant implementation authority,NOT COMPARABLE,PASS
KBDL-PRO-017,Validation method,MISSING,Missing,MISSING,Missing,No,Project-owner review (not yet performed).,NOT COMPARABLE,PASS
KBDL-PRO-017,Validation evidence,MISSING,Missing,MISSING,Missing,No,Not verified — no implementation exists yet,NOT COMPARABLE,PASS
KBDL-PRO-017,Known limitation,MISSING,Missing,MISSING,Missing,No,Recommended — grants no implementation authority pending project-owner review; see the decision packet,NOT COMPARABLE,PASS
KBDL-PRO-017,Packet or tracking destination,MISSING,Missing,MISSING,Missing,No,Approval-ready item 2,NOT COMPARABLE,PASS
KBDL-PRO-017,Pending dependencies,MISSING,Missing,MISSING,Missing,No,"None blocking; KBDL-RSP-002, KBDL-RSP-003 cited as unapproved context only for the eventual exact grid-interaction point, not required for this item's own approval",NOT COMPARABLE,PASS
KBDL-PRO-017,Related decision,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-PRO-017,Notes or exclusions,MISSING,Missing,MISSING,Missing,No,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,NOT COMPARABLE,PASS
KBDL-PRO-018,Requirement ID,MISSING,Missing,MISSING,Missing,No,KBDL-PRO-018,NOT COMPARABLE,PASS
KBDL-PRO-018,Blueprint section,MISSING,Missing,MISSING,Missing,No,Showcase Profile; Precision Profile; Flow Profile; component interpretation per profile,NOT COMPARABLE,PASS
KBDL-PRO-018,Roadmap prompt,MISSING,Missing,MISSING,Missing,No,KBDL-009,NOT COMPARABLE,PASS
KBDL-PRO-018,Specification location,MISSING,Missing,MISSING,Missing,No,profiles.md#122-component-interpretation; profiles.md#34-approval-ready-versus-contingent-decisions,NOT COMPARABLE,PASS
KBDL-PRO-018,Lifecycle status,MISSING,Missing,MISSING,Missing,No,Recommended,NOT COMPARABLE,PASS
KBDL-PRO-018,Provenance,MISSING,Missing,MISSING,Missing,No,Assumed,NOT COMPARABLE,PASS
KBDL-PRO-018,Validation classification,MISSING,Missing,MISSING,Missing,No,Not applicable,NOT COMPARABLE,PASS
KBDL-PRO-018,Verified scope,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-PRO-018,Not-verified scope,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-PRO-018,Authority,MISSING,Missing,MISSING,Missing,No,Not applicable — pending explicit project-owner approval; assignment of a PRO ID does not grant implementation authority,NOT COMPARABLE,PASS
KBDL-PRO-018,Validation method,MISSING,Missing,MISSING,Missing,No,Project-owner review (not yet performed); not independently approvable until KBDL-CMP-015/036 are approved.,NOT COMPARABLE,PASS
KBDL-PRO-018,Validation evidence,MISSING,Missing,MISSING,Missing,No,Not verified — no implementation exists yet,NOT COMPARABLE,PASS
KBDL-PRO-018,Known limitation,MISSING,Missing,MISSING,Missing,No,Contingent on the unapproved KBDL-007 KBDL-CMP-015/036; cannot be approved independently through the KBDL-009 packet until those are approved or replaced,NOT COMPARABLE,PASS
KBDL-PRO-018,Packet or tracking destination,MISSING,Missing,MISSING,Missing,No,Contingent — [§33.3](#333-unresolved-or-not-approval-ready); not independently approval-ready,NOT COMPARABLE,PASS
KBDL-PRO-018,Pending dependencies,MISSING,Missing,MISSING,Missing,No,"KBDL-CMP-015, KBDL-CMP-036 (KBDL-007) — blocking",NOT COMPARABLE,PASS
KBDL-PRO-018,Related decision,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-PRO-018,Notes or exclusions,MISSING,Missing,MISSING,Missing,No,Readable group plus authoritative per-ID ledger; group values reconciled without changing normative text.,NOT COMPARABLE,PASS
KBDL-PRO-019,Requirement ID,MISSING,Missing,MISSING,Missing,No,KBDL-PRO-019,NOT COMPARABLE,PASS
KBDL-PRO-019,Blueprint section,"Principles/core-component/system-component mapping; content and communication; security, privacy, and correctness; profile conflicts; profile adoption and change management",Uniform default,"Principles/core-component/system-component mapping; content and communication; security, privacy, and correctness; profile conflicts; profile adoption and change management",Uniform default,Yes,"Principles/core-component/system-component mapping; content and communication; security, privacy, and correctness; profile conflicts; profile adoption and change management",AGREE,PASS
KBDL-PRO-019,Roadmap prompt,KBDL-009,Uniform default,KBDL-009,Uniform default,Yes,KBDL-009,AGREE,PASS
KBDL-PRO-019,Specification location,MISSING,Missing,MISSING,Missing,No,profiles.md#14-principles-mapping,NOT COMPARABLE,PASS
KBDL-PRO-019,Lifecycle status,MISSING,Missing,MISSING,Missing,No,Approved,NOT COMPARABLE,PASS
KBDL-PRO-019,Provenance,"Confirmed for `KBDL-PRO-019`–`026`; Assumed for `KBDL-PRO-027`, `028`, `029`.",Uniform status default,Confirmed,Uniform default,Yes,Confirmed,AGREE,PASS
KBDL-PRO-019,Validation classification,"Not verified: KBDL-PRO-019, KBDL-PRO-020, KBDL-PRO-021, KBDL-PRO-022, KBDL-PRO-023, KBDL-PRO-024; Not applicable: KBDL-PRO-025, KBDL-PRO-026, KBDL-PRO-027, KBDL-PRO-028, KBDL-PRO-029",Status bucket,Not verified,Exact per-ID mapping,Yes,Not verified,AGREE,PASS
KBDL-PRO-019,Verified scope,MISSING,Missing,MISSING,Missing,No,None,NOT COMPARABLE,PASS
KBDL-PRO-019,Not-verified scope,MISSING,Missing,MISSING,Missing,No,Not verified,NOT COMPARABLE,PASS
KBDL-PRO-019,Authority,"`KBDL-PRO-019`–`026`: prior-Approved KBDL requirements and/or explicit mandatory clauses of the approved KBDL-009 prompt (see each ID's own record for the exact split). `KBDL-PRO-027`, `028`, `029`: not applicable — pending explicit project-owner approval; assignment of a PRO ID does not grant implementation authority.",Per-ID clause mapping,"prior-Approved KBDL requirements and/or explicit mandatory clauses of the approved KBDL-009 prompt (see each ID's own record for the exact split). `KBDL-PRO-027`, `028`, `029`: not applicable — pending explicit project-owner approval",Non-overriding summary,No,"restates the already-Approved KBDL-PRN-003, extended explicitly to per-profile mapping",SUMMARY,PASS
KBDL-PRO-019,Validation method,Manual review once implemented; project-owner review of `KBDL-PRO-027`/`028`/`029` (not yet performed).,Broad descriptive summary,Manual review once implemented; project-owner review of `KBDL-PRO-027`/`028`/`029` (not yet performed).,Non-overriding summary,No,Manual principle-by-principle review using each principle's review questions ([principles.md §6](principles.md#6-core-principles)).,SUMMARY,PASS
KBDL-PRO-019,Validation evidence,Not verified — no implementation exists yet.,Broad descriptive summary,Not verified — no implementation exists yet.,Non-overriding summary,No,Not verified — no implementation exists yet,AGREE,PASS
KBDL-PRO-019,Known limitation,"`KBDL-PRO-019`–`026`: implementation-dependent, not yet verified. `KBDL-PRO-027`, `029`: Recommended, grants no implementation authority pending project-owner review. `KBDL-PRO-028`: Recommended, grants no implementation authority pending project-owner review.",Per-ID clause mapping,"implementation-dependent, not yet verified. `KBDL-PRO-027`, `029`: Recommended, grants no implementation authority pending project-owner review. `KBDL-PRO-028`: Recommended, grants no implementation authority pending project-owner review.",Non-overriding summary,No,Implementation-level profile behavior is not verified; no coded project profile exists yet to test against,SUMMARY,PASS
KBDL-PRO-019,Packet or tracking destination,`KBDL-PRO-019`–`026`: None — Approved requirement; not awaiting packet approval. `KBDL-PRO-027`: Approval-ready item 3. `KBDL-PRO-028`: Approval-ready item 4. `KBDL-PRO-029`: Approval-ready item 5.,Per-ID clause mapping,None — Approved requirement,Exact per-ID mapping,Yes,None — Approved,DIFFER,PASS
KBDL-PRO-019,Pending dependencies,`KBDL-PRO-027`: no pending dependency (independently approval-ready). `KBDL-PRO-028`: no pending dependency (independently approval-ready). `KBDL-PRO-029`: no pending dependency (independently approval-ready). `KBDL-PRO-019`–`026`: none.,Range mapping,none.,Exact per-ID mapping,Yes,None,AGREE,PASS
