Requirement ID,Field name,Group heading,Raw group field,Parsed grammar,Per-ID resolved value,Classification,Overriding status,Resolution result,Defect details
KBDL-CUS-026,Notes or exclusions,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),"Approval scope and exclusions appear in [the packet](customization.md#37-kbdl-010-decision-packet). Item 2's accessibility/security independent-review rule has no material-threshold dependency; item 3 exclusively owns risk tiers, minor/material thresholds, and any material-classification reviewer trigger.",Broad descriptive summary,"Approval scope and exclusions appear in [the packet](customization.md#37-kbdl-010-decision-packet). Item 2's accessibility/security independent-review rule has no material-threshold dependency; item 3 exclusively owns risk tiers, minor/material thresholds, and any material-classification reviewer trigger.",Non-overriding summary,No,PASS,None
KBDL-CUS-027,Notes or exclusions,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),"Approval scope and exclusions appear in [the packet](customization.md#37-kbdl-010-decision-packet). Item 2's accessibility/security independent-review rule has no material-threshold dependency; item 3 exclusively owns risk tiers, minor/material thresholds, and any material-classification reviewer trigger.",Broad descriptive summary,"Approval scope and exclusions appear in [the packet](customization.md#37-kbdl-010-decision-packet). Item 2's accessibility/security independent-review rule has no material-threshold dependency; item 3 exclusively owns risk tiers, minor/material thresholds, and any material-classification reviewer trigger.",Non-overriding summary,No,PASS,None
KBDL-CUS-028,Notes or exclusions,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),"Approval scope and exclusions appear in [the packet](customization.md#37-kbdl-010-decision-packet). Item 2's accessibility/security independent-review rule has no material-threshold dependency; item 3 exclusively owns risk tiers, minor/material thresholds, and any material-classification reviewer trigger.",Broad descriptive summary,"Approval scope and exclusions appear in [the packet](customization.md#37-kbdl-010-decision-packet). Item 2's accessibility/security independent-review rule has no material-threshold dependency; item 3 exclusively owns risk tiers, minor/material thresholds, and any material-classification reviewer trigger.",Non-overriding summary,No,PASS,None
KBDL-CUS-029,Notes or exclusions,Discretionary KBDL-010 policy (KBDL-CUS-023 through KBDL-CUS-029),"Approval scope and exclusions appear in [the packet](customization.md#37-kbdl-010-decision-packet). Item 2's accessibility/security independent-review rule has no material-threshold dependency; item 3 exclusively owns risk tiers, minor/material thresholds, and any material-classification reviewer trigger.",Broad descriptive summary,"Approval scope and exclusions appear in [the packet](customization.md#37-kbdl-010-decision-packet). Item 2's accessibility/security independent-review rule has no material-threshold dependency; item 3 exclusively owns risk tiers, minor/material thresholds, and any material-classification reviewer trigger.",Non-overriding summary,No,PASS,None
KBDL-CUS-030,Blueprint section,Deferred machine-readable format (KBDL-CUS-030),Deferred tooling and formats,Uniform default,Deferred tooling and formats,Uniform default,Yes,PASS,None
KBDL-CUS-030,Roadmap prompt,Deferred machine-readable format (KBDL-CUS-030),KBDL-010,Uniform default,KBDL-010,Uniform default,Yes,PASS,None
KBDL-CUS-030,Specification location,Deferred machine-readable format (KBDL-CUS-030),[customization.md §41](customization.md#41-deferred-and-unresolved-items),Broad descriptive summary,[customization.md §41](customization.md#41-deferred-and-unresolved-items),Non-overriding summary,No,PASS,None
KBDL-CUS-030,Lifecycle status,Deferred machine-readable format (KBDL-CUS-030),Deferred.,Uniform status default,Deferred,Uniform default,Yes,PASS,None
KBDL-CUS-030,Provenance,Deferred machine-readable format (KBDL-CUS-030),Assumed.,Uniform status default,Assumed,Uniform default,Yes,PASS,None
KBDL-CUS-030,Validation classification,Deferred machine-readable format (KBDL-CUS-030),Not applicable,Uniform status default,Not applicable,Uniform default,Yes,PASS,None
KBDL-CUS-030,Authority,Deferred machine-readable format (KBDL-CUS-030),Not applicable — deliberately deferred; assignment of a CUS ID does not grant implementation authority.,Broad descriptive summary,Not applicable — deliberately deferred; assignment of a CUS ID does not grant implementation authority.,Non-overriding summary,No,PASS,None
KBDL-CUS-030,Validation method,Deferred machine-readable format (KBDL-CUS-030),Not applicable until resumed; no evidence.,Combined method/evidence summary,Not applicable until resumed; no evidence.,Non-overriding summary,No,PASS,None
KBDL-CUS-030,Validation evidence,Deferred machine-readable format (KBDL-CUS-030),MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-CUS-030,Known limitation,Deferred machine-readable format (KBDL-CUS-030),No machine-readable format or tooling is authorized.,Broad descriptive summary,No machine-readable format or tooling is authorized.,Non-overriding summary,No,PASS,None
KBDL-CUS-030,Packet or tracking destination,Deferred machine-readable format (KBDL-CUS-030),Deferred tracking.,Broad descriptive summary,Deferred tracking.,Non-overriding summary,No,PASS,None
KBDL-CUS-030,Pending dependencies,Deferred machine-readable format (KBDL-CUS-030),MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-CUS-030,Related decision,Deferred machine-readable format (KBDL-CUS-030),None.,Broad descriptive summary,None.,Non-overriding summary,No,PASS,None
KBDL-CUS-030,Notes or exclusions,Deferred machine-readable format (KBDL-CUS-030),Not an orphan packet item and not approval-ready.,Broad descriptive summary,Not an orphan packet item and not approval-ready.,Non-overriding summary,No,PASS,None
KBDL-VAL-001,Blueprint section,"Evidence, inventory, lifecycle, and validation integrity (KBDL-VAL-001 through KBDL-VAL-004)",Final validation methodology; evidence classification; complete inventory; authority and status integrity,Uniform default,Final validation methodology; evidence classification; complete inventory; authority and status integrity,Uniform default,Yes,PASS,None
KBDL-VAL-002,Blueprint section,"Evidence, inventory, lifecycle, and validation integrity (KBDL-VAL-001 through KBDL-VAL-004)",Final validation methodology; evidence classification; complete inventory; authority and status integrity,Uniform default,Final validation methodology; evidence classification; complete inventory; authority and status integrity,Uniform default,Yes,PASS,None
KBDL-VAL-003,Blueprint section,"Evidence, inventory, lifecycle, and validation integrity (KBDL-VAL-001 through KBDL-VAL-004)",Final validation methodology; evidence classification; complete inventory; authority and status integrity,Uniform default,Final validation methodology; evidence classification; complete inventory; authority and status integrity,Uniform default,Yes,PASS,None
KBDL-VAL-004,Blueprint section,"Evidence, inventory, lifecycle, and validation integrity (KBDL-VAL-001 through KBDL-VAL-004)",Final validation methodology; evidence classification; complete inventory; authority and status integrity,Uniform default,Final validation methodology; evidence classification; complete inventory; authority and status integrity,Uniform default,Yes,PASS,None
KBDL-VAL-001,Roadmap prompt,"Evidence, inventory, lifecycle, and validation integrity (KBDL-VAL-001 through KBDL-VAL-004)",KBDL-011,Uniform default,KBDL-011,Uniform default,Yes,PASS,None
KBDL-VAL-002,Roadmap prompt,"Evidence, inventory, lifecycle, and validation integrity (KBDL-VAL-001 through KBDL-VAL-004)",KBDL-011,Uniform default,KBDL-011,Uniform default,Yes,PASS,None
KBDL-VAL-003,Roadmap prompt,"Evidence, inventory, lifecycle, and validation integrity (KBDL-VAL-001 through KBDL-VAL-004)",KBDL-011,Uniform default,KBDL-011,Uniform default,Yes,PASS,None
KBDL-VAL-004,Roadmap prompt,"Evidence, inventory, lifecycle, and validation integrity (KBDL-VAL-001 through KBDL-VAL-004)",KBDL-011,Uniform default,KBDL-011,Uniform default,Yes,PASS,None
KBDL-VAL-001,Specification location,"Evidence, inventory, lifecycle, and validation integrity (KBDL-VAL-001 through KBDL-VAL-004)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-VAL-002,Specification location,"Evidence, inventory, lifecycle, and validation integrity (KBDL-VAL-001 through KBDL-VAL-004)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-VAL-003,Specification location,"Evidence, inventory, lifecycle, and validation integrity (KBDL-VAL-001 through KBDL-VAL-004)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-VAL-004,Specification location,"Evidence, inventory, lifecycle, and validation integrity (KBDL-VAL-001 through KBDL-VAL-004)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-VAL-001,Lifecycle status,"Evidence, inventory, lifecycle, and validation integrity (KBDL-VAL-001 through KBDL-VAL-004)",All Approved.,Uniform status default,Approved,Uniform default,Yes,PASS,None
KBDL-VAL-002,Lifecycle status,"Evidence, inventory, lifecycle, and validation integrity (KBDL-VAL-001 through KBDL-VAL-004)",All Approved.,Uniform status default,Approved,Uniform default,Yes,PASS,None
KBDL-VAL-003,Lifecycle status,"Evidence, inventory, lifecycle, and validation integrity (KBDL-VAL-001 through KBDL-VAL-004)",All Approved.,Uniform status default,Approved,Uniform default,Yes,PASS,None
KBDL-VAL-004,Lifecycle status,"Evidence, inventory, lifecycle, and validation integrity (KBDL-VAL-001 through KBDL-VAL-004)",All Approved.,Uniform status default,Approved,Uniform default,Yes,PASS,None
KBDL-VAL-001,Provenance,"Evidence, inventory, lifecycle, and validation integrity (KBDL-VAL-001 through KBDL-VAL-004)",All Confirmed.,Uniform status default,Confirmed,Uniform default,Yes,PASS,None
KBDL-VAL-002,Provenance,"Evidence, inventory, lifecycle, and validation integrity (KBDL-VAL-001 through KBDL-VAL-004)",All Confirmed.,Uniform status default,Confirmed,Uniform default,Yes,PASS,None
KBDL-VAL-003,Provenance,"Evidence, inventory, lifecycle, and validation integrity (KBDL-VAL-001 through KBDL-VAL-004)",All Confirmed.,Uniform status default,Confirmed,Uniform default,Yes,PASS,None
KBDL-VAL-004,Provenance,"Evidence, inventory, lifecycle, and validation integrity (KBDL-VAL-001 through KBDL-VAL-004)",All Confirmed.,Uniform status default,Confirmed,Uniform default,Yes,PASS,None
KBDL-VAL-001,Validation classification,"Evidence, inventory, lifecycle, and validation integrity (KBDL-VAL-001 through KBDL-VAL-004)","`001`, `002`: Verified; `003`, `004`: Not verified during R16 source-independence remediation; the eleven R12 clause-evidence findings remain out of scope.",Per-ID clause mapping,Verified,Exact per-ID mapping,Yes,PASS,None
KBDL-VAL-002,Validation classification,"Evidence, inventory, lifecycle, and validation integrity (KBDL-VAL-001 through KBDL-VAL-004)","`001`, `002`: Verified; `003`, `004`: Not verified during R16 source-independence remediation; the eleven R12 clause-evidence findings remain out of scope.",Per-ID clause mapping,Verified,Exact per-ID mapping,Yes,PASS,None
KBDL-VAL-003,Validation classification,"Evidence, inventory, lifecycle, and validation integrity (KBDL-VAL-001 through KBDL-VAL-004)","`001`, `002`: Verified; `003`, `004`: Not verified during R16 source-independence remediation; the eleven R12 clause-evidence findings remain out of scope.",Per-ID clause mapping,Not verified during R16 source-independence remediation,Exact per-ID mapping,Yes,PASS,None
KBDL-VAL-004,Validation classification,"Evidence, inventory, lifecycle, and validation integrity (KBDL-VAL-001 through KBDL-VAL-004)","`001`, `002`: Verified; `003`, `004`: Not verified during R16 source-independence remediation; the eleven R12 clause-evidence findings remain out of scope.",Per-ID clause mapping,Not verified during R16 source-independence remediation,Exact per-ID mapping,Yes,PASS,None
KBDL-VAL-001,Authority,"Evidence, inventory, lifecycle, and validation integrity (KBDL-VAL-001 through KBDL-VAL-004)",Explicit mandatory KBDL-011 prompt clauses approved by the project owner.,Broad descriptive summary,Explicit mandatory KBDL-011 prompt clauses approved by the project owner.,Non-overriding summary,No,PASS,None
KBDL-VAL-002,Authority,"Evidence, inventory, lifecycle, and validation integrity (KBDL-VAL-001 through KBDL-VAL-004)",Explicit mandatory KBDL-011 prompt clauses approved by the project owner.,Broad descriptive summary,Explicit mandatory KBDL-011 prompt clauses approved by the project owner.,Non-overriding summary,No,PASS,None
KBDL-VAL-003,Authority,"Evidence, inventory, lifecycle, and validation integrity (KBDL-VAL-001 through KBDL-VAL-004)",Explicit mandatory KBDL-011 prompt clauses approved by the project owner.,Broad descriptive summary,Explicit mandatory KBDL-011 prompt clauses approved by the project owner.,Non-overriding summary,No,PASS,None
KBDL-VAL-004,Authority,"Evidence, inventory, lifecycle, and validation integrity (KBDL-VAL-001 through KBDL-VAL-004)",Explicit mandatory KBDL-011 prompt clauses approved by the project owner.,Broad descriptive summary,Explicit mandatory KBDL-011 prompt clauses approved by the project owner.,Non-overriding summary,No,PASS,None
KBDL-VAL-001,Validation method,"Evidence, inventory, lifecycle, and validation integrity (KBDL-VAL-001 through KBDL-VAL-004)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-VAL-002,Validation method,"Evidence, inventory, lifecycle, and validation integrity (KBDL-VAL-001 through KBDL-VAL-004)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-VAL-003,Validation method,"Evidence, inventory, lifecycle, and validation integrity (KBDL-VAL-001 through KBDL-VAL-004)",MISSING,Missing,MISSING,Missing,No,PASS,None
KBDL-VAL-004,Validation method,"Evidence, inventory, lifecycle, and validation integrity (KBDL-VAL-001 through KBDL-VAL-004)",MISSING,Missing,MISSING,Missing,No,PASS,None
