Requirement ID,Authoritative lifecycle,Effective lifecycle,Authoritative provenance,Effective provenance,Authoritative validation status,Effective validation status,Authority source,Effective authority,Exact specification location,Group location,Ledger location,Validation method,Validation evidence,Known limitation,Packet destination,Pending dependencies,Match result,Defect details
KBDL-THM-012a,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Approved — directly derived from the already-approved enhanced motion-safety requirement (decision-register.md § KBDL-DEC-010),themes/adaptation.md §7,themes/adaptation.md §7,themes/adaptation.md §7,Manual review confirming no timing/easing values were introduced (performed); manual review confirming reduced-motion behavior once implemented,Manual scope-compliance review recorded in the KBDL-004 commit — confirmed zero millisecond/easing values anywhere in docs/kbdl/themes/,"Exact timing/easing depends entirely on KBDL-005, which is eligible for its own future prompt and has not been started by this approval",None — Approved,None,PASS,None
KBDL-THM-013,Approved,Approved,User-provided (project-owner approval),User-provided (project-owner approval),Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: User-provided (project-owner approval),themes/README.md §5,themes/README.md §5,themes/README.md §5,"Manual review of the full precedence flow once implemented; project-owner review (performed for approval scope, not for implementation)","Not verified — approval is a lifecycle decision, not validation evidence",Cannot be validated until an implementation exists,None — Approved,None,PASS,None
KBDL-THM-014,Approved,Approved,User-provided (project-owner approval),User-provided (project-owner approval),Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: User-provided (project-owner approval),"themes/adaptation.md §1.1, §1.3","themes/adaptation.md §1.1, §1.3","themes/adaptation.md §1.1, §1.3",Manual review of the override list once a project theme exists; project-owner review (performed for approval scope),"Not verified — approval is a lifecycle decision, not validation evidence",Cannot be validated until a project theme exists,None — Approved,None,PASS,None
KBDL-THM-015,Approved,Approved,User-provided (project-owner approval),User-provided (project-owner approval),Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,Project-owner-approved KBDL-004 implementation prompt; authoritative provenance: User-provided (project-owner approval),themes/adaptation.md §2,themes/adaptation.md §2,themes/adaptation.md §2,Manual review of context usage against the defined set and rules once implemented; project-owner review (performed for approval scope),"Not verified — approval is a lifecycle decision, not validation evidence",Cannot be validated until an implementation exists,None — Approved,None,PASS,None
KBDL-VAL-001,Approved,Approved,Confirmed,Confirmed,Verified,Verified,authoritative/prompt/decision/standard/prior Approved requirement,approved KBDL-011 prompt,001 → §4; 002 → §8; 003 → §9 and §12; 004 → §11,001 → §4; 002 → §8; 003 → §9 and §12; 004 → §11,001 → §4; 002 → §8; 003 → §9 and §12; 004 → §11,"001: class-assignment audit; 002: repository inventory parser; 003: lifecycle/authority comparison; 004: validation-label/evidence comparison. Executed results are recorded in §4, §8, §9, and §11","Executed evidence — 001: class-assignment audit; 002: repository inventory parser; 003: lifecycle/authority comparison; 004: validation-label/evidence comparison. Executed results are recorded in §4, §8, §9, and §11",These methods validate repository evidence only; they do not execute an implementation,None — Approved,None,PASS,None
KBDL-VAL-002,Approved,Approved,Confirmed,Confirmed,Verified,Verified,authoritative/prompt/decision/standard/prior Approved requirement,approved prompt,001 → §4; 002 → §8; 003 → §9 and §12; 004 → §11,001 → §4; 002 → §8; 003 → §9 and §12; 004 → §11,001 → §4; 002 → §8; 003 → §9 and §12; 004 → §11,"001: class-assignment audit; 002: repository inventory parser; 003: lifecycle/authority comparison; 004: validation-label/evidence comparison. Executed results are recorded in §4, §8, §9, and §11","Executed evidence — 001: class-assignment audit; 002: repository inventory parser; 003: lifecycle/authority comparison; 004: validation-label/evidence comparison. Executed results are recorded in §4, §8, §9, and §11",These methods validate repository evidence only; they do not execute an implementation,None — Approved,None,PASS,None
KBDL-VAL-003,Approved,Approved,Confirmed,Confirmed,Verified,Verified,authoritative/prompt/decision/standard/prior Approved requirement,approved prompt and GOV-003,001 → §4; 002 → §8; 003 → §9 and §12; 004 → §11,001 → §4; 002 → §8; 003 → §9 and §12; 004 → §11,001 → §4; 002 → §8; 003 → §9 and §12; 004 → §11,"001: class-assignment audit; 002: repository inventory parser; 003: lifecycle/authority comparison; 004: validation-label/evidence comparison. Executed results are recorded in §4, §8, §9, and §11","Executed evidence — 001: class-assignment audit; 002: repository inventory parser; 003: lifecycle/authority comparison; 004: validation-label/evidence comparison. Executed results are recorded in §4, §8, §9, and §11",These methods validate repository evidence only; they do not execute an implementation,None — Approved,None,PASS,None
KBDL-VAL-004,Approved,Approved,Confirmed,Confirmed,Verified,Verified,authoritative/prompt/decision/standard/prior Approved requirement,approved prompt and GOV-003,001 → §4; 002 → §8; 003 → §9 and §12; 004 → §11,001 → §4; 002 → §8; 003 → §9 and §12; 004 → §11,001 → §4; 002 → §8; 003 → §9 and §12; 004 → §11,"001: class-assignment audit; 002: repository inventory parser; 003: lifecycle/authority comparison; 004: validation-label/evidence comparison. Executed results are recorded in §4, §8, §9, and §11","Executed evidence — 001: class-assignment audit; 002: repository inventory parser; 003: lifecycle/authority comparison; 004: validation-label/evidence comparison. Executed results are recorded in §4, §8, §9, and §11",These methods validate repository evidence only; they do not execute an implementation,None — Approved,None,PASS,None
KBDL-VAL-005,Approved,Approved,Confirmed,Confirmed,Verified,Verified,authoritative/prompt/decision/standard/prior Approved requirement,approved prompt,005 → §13 and §14; 006 → §15; 007 → §16; 008 → §17 through §28,005 → §13 and §14; 006 → §15; 007 → §16; 008 → §17 through §28,005 → §13 and §14; 006 → §15; 007 → §16; 008 → §17 through §28,"005: decision/pending ledger audit; 006: per-ID traceability audit; 007: link, anchor, heading, table, ID, roadmap, and claim checks; 008: static invariant comparison. Executed evidence is recorded in the linked sections","Executed evidence — 005: decision/pending ledger audit; 006: per-ID traceability audit; 007: link, anchor, heading, table, ID, roadmap, and claim checks; 008: static invariant comparison. Executed evidence is recorded in the linked sections","Static agreement does not establish runtime, assistive-technology, device, security, or production conformance",None — Approved,None,PASS,None
KBDL-VAL-006,Approved,Approved,Confirmed,Confirmed,Verified,Verified,authoritative/prompt/decision/standard/prior Approved requirement,approved prompt,005 → §13 and §14; 006 → §15; 007 → §16; 008 → §17 through §28,005 → §13 and §14; 006 → §15; 007 → §16; 008 → §17 through §28,005 → §13 and §14; 006 → §15; 007 → §16; 008 → §17 through §28,"005: decision/pending ledger audit; 006: per-ID traceability audit; 007: link, anchor, heading, table, ID, roadmap, and claim checks; 008: static invariant comparison. Executed evidence is recorded in the linked sections","Executed evidence — 005: decision/pending ledger audit; 006: per-ID traceability audit; 007: link, anchor, heading, table, ID, roadmap, and claim checks; 008: static invariant comparison. Executed evidence is recorded in the linked sections","Static agreement does not establish runtime, assistive-technology, device, security, or production conformance",None — Approved,None,PASS,None
KBDL-VAL-007,Approved,Approved,Confirmed,Confirmed,Verified,Verified,authoritative/prompt/decision/standard/prior Approved requirement,approved prompt,005 → §13 and §14; 006 → §15; 007 → §16; 008 → §17 through §28,005 → §13 and §14; 006 → §15; 007 → §16; 008 → §17 through §28,005 → §13 and §14; 006 → §15; 007 → §16; 008 → §17 through §28,"005: decision/pending ledger audit; 006: per-ID traceability audit; 007: link, anchor, heading, table, ID, roadmap, and claim checks; 008: static invariant comparison. Executed evidence is recorded in the linked sections","Executed evidence — 005: decision/pending ledger audit; 006: per-ID traceability audit; 007: link, anchor, heading, table, ID, roadmap, and claim checks; 008: static invariant comparison. Executed evidence is recorded in the linked sections","Static agreement does not establish runtime, assistive-technology, device, security, or production conformance",None — Approved,None,PASS,None
KBDL-VAL-008,Approved,Approved,Confirmed,Confirmed,Not verified,Not verified,authoritative/prompt/decision/standard/prior Approved requirement,approved prompt and prior shared-architecture rules,005 → §13 and §14; 006 → §15; 007 → §16; 008 → §17 through §28,005 → §13 and §14; 006 → §15; 007 → §16; 008 → §17 through §28,005 → §13 and §14; 006 → §15; 007 → §16; 008 → §17 through §28,"005: decision/pending ledger audit; 006: per-ID traceability audit; 007: link, anchor, heading, table, ID, roadmap, and claim checks; 008: static invariant comparison. Executed evidence is recorded in the linked sections","Executed evidence — 005: decision/pending ledger audit; 006: per-ID traceability audit; 007: link, anchor, heading, table, ID, roadmap, and claim checks; 008: static invariant comparison. Executed evidence is recorded in the linked sections","Static agreement does not establish runtime, assistive-technology, device, security, or production conformance",None — Approved,None,PASS,None
